episode_idx,seed,success,num_steps,infer_s,sim_s,prefill_s,infer_per_action_s,infer_s_per_call,action_hz_policy_only,action_hz_infer_plus_sim,skipped_prefill_ratio
0,4300000,False,400,12.625351659953594,16.563136853277683,1.307450458407402,0.03156337914988398,0.5050140663981437,31.682285830402783,13.704032664064744,0.0
10,4300011,True,145,5.074241206049919,7.932717576622963,0.4935499429702759,0.0349947669382753,0.5074241206049919,28.57570109736197,11.147878794938645,0.0
11,4300012,True,145,5.153497524559498,8.096006989479065,0.5021042302250862,0.03554136223834137,0.5153497524559498,28.136231619203905,10.943805471847245,0.0
12,4300013,True,149,5.1484667509794235,8.530104219913483,0.5199835002422333,0.03455346812737868,0.5148466750979424,28.940654996296683,10.892950756117882,0.0
13,4300014,False,400,12.814880922436714,16.909982696175575,1.2940422967076302,0.032037202306091785,0.5125952368974686,31.21371181059255,13.456748031958643,0.0
14,4300015,False,400,12.745649293065071,16.585001319646835,1.2927872017025948,0.031864123232662675,0.5098259717226028,31.383257988876302,13.637610882952591,0.0
15,4300016,True,134,4.679213911294937,7.719568617641926,0.5022217482328415,0.03491950680070849,0.5199126568105485,28.637288771206553,10.807512728549314,0.0
16,4300017,False,400,12.886832162737846,18.902612283825874,1.3123940452933311,0.032217080406844616,0.5154732865095139,31.03943583253891,12.582793029691905,0.0
17,4300018,True,150,5.203051179647446,9.026480220258236,0.5006108805537224,0.034687007864316305,0.5203051179647445,28.82923784927364,10.541457465071144,0.0
18,4300019,False,400,12.827179498970509,17.425763614475727,1.3038497269153595,0.03206794874742627,0.5130871799588204,31.1837844034305,13.221854101930857,0.0
19,4300021,False,400,12.821178302168846,17.022824615240097,1.294253095984459,0.03205294575542211,0.5128471320867538,31.198380567902678,13.403027774356216,0.0
1,4300001,True,150,5.04984038323164,8.631564415991306,0.4910123273730278,0.0336656025548776,0.504984038323164,29.703909156829162,10.963786409456977,0.0
20,4300022,True,132,4.7171593606472015,7.478332206606865,0.5053672194480896,0.0357360557624788,0.524128817849689,27.9829426796998,10.823671950578133,0.0
21,4300023,False,400,12.89930908381939,16.501737393438816,1.322191059589386,0.03224827270954847,0.5159723633527755,31.009412783336685,13.604957915678312,0.0
22,4300024,False,400,12.950279891490936,16.24832385778427,1.3140218928456306,0.03237569972872734,0.5180111956596375,30.8873633119561,13.699285193043833,0.0
23,4300029,False,400,12.865903303027153,16.913883797824383,1.2990465983748436,0.032164758257567885,0.5146361321210862,31.089927429027547,13.43192947099888,0.0
24,4300031,True,135,4.715508729219437,7.829869695007801,0.5018774792551994,0.034929694290514346,0.5239454143577151,28.628936505509703,10.760934858632265,0.0
25,4300033,False,400,12.845565631985664,16.337450943887234,1.290183164179325,0.03211391407996416,0.5138226252794266,31.139150385405653,13.706602227361945,0.0
26,4300035,False,400,12.84297651797533,16.44088403135538,1.3262612596154213,0.032107441294938324,0.5137190607190132,31.14542796525016,13.659401202453209,0.0
27,4300036,False,400,12.935283400118351,16.14064807444811,1.310206100344658,0.032338208500295874,0.517411336004734,30.92317250632021,13.75708291065039,0.0
28,4300038,False,400,12.752393059432507,17.66126761585474,1.2829626351594925,0.03188098264858127,0.5100957223773003,31.36666178150255,13.151984704196485,0.0
29,4300039,True,137,4.610574327409267,7.8750739842653275,0.49574968218803406,0.03365382720736691,0.5122860363788075,29.71430244287631,10.972598024557472,0.0
2,4300003,True,140,4.6543960347771645,7.796840414404869,0.4924932047724724,0.03324568596269403,0.5171551149752405,30.07909059605898,11.243863255781084,0.0
30,4300040,False,400,12.869798459112644,16.7474155575037,1.3154468536376953,0.03217449614778161,0.5147919383645058,31.08051779293982,13.50565923505112,0.0
31,4300042,True,140,4.6342675387859344,7.841458804905415,0.500111348927021,0.0331019109913281,0.5149186154206594,30.20973623734218,11.221791512827977,0.0
32,4300043,False,400,12.883377835154533,16.09145361185074,1.298279158771038,0.03220844458788633,0.5153351134061813,31.04775821357428,13.805084620823306,0.0
33,4300044,False,400,12.806099228560925,16.184986256062984,1.3012522011995316,0.03201524807140231,0.512243969142437,31.235116397341056,13.797344711778702,0.0
34,4300046,True,143,4.580306231975555,7.96478321403265,0.49329184740781784,0.03203011351031857,0.5089229146639506,31.220619923118534,11.398882456394283,0.0
35,4300047,True,134,4.65084583312273,7.362737327814102,0.4986865520477295,0.034707804724796495,0.5167606481247478,28.811963416561586,11.154041072085151,0.0
36,4300048,True,157,5.1681118085980415,9.201522879302502,0.4995339438319206,0.03291790960890472,0.5168111808598042,30.37859973129907,10.925817072593812,0.0
37,4300050,False,400,12.884067729115486,18.64254765212536,1.3140530288219452,0.032210169322788716,0.5153627091646195,31.046095721468294,12.687692451693067,0.0
38,4300051,True,143,4.688758470118046,8.226771458983421,0.5040100812911987,0.03278852077005626,0.5209731633464495,30.498478629546423,11.071942133616233,0.0
39,4300052,False,400,12.880783066153526,16.874353505671024,1.301431030035019,0.032201957665383814,0.515231322646141,31.054012628399033,13.443057101568277,0.0
3,4300004,False,400,12.844860307872295,17.927527636289597,1.3091387748718262,0.03211215076968074,0.5137944123148919,31.140860267265808,12.998666230447274,0.0
4,4300005,True,154,5.109404012560844,8.809838123619556,0.49591919779777527,0.03317794813351198,0.5109404012560844,30.14050163608316,11.063820752115989,0.0
5,4300006,False,400,12.799641892313957,16.62416436523199,1.295814611017704,0.03199910473078489,0.5119856756925583,31.250874310803614,13.594434265193582,0.0
6,4300007,True,142,4.718549355864525,7.828432433307171,0.5016744062304497,0.033229220815947355,0.524283261762725,30.09399484685119,11.317462827797273,0.0
7,4300008,False,400,12.781711868941784,17.275142453610897,1.3057413697242737,0.03195427967235446,0.5112684747576713,31.294712641110145,13.308112542564588,0.0
8,4300009,True,133,4.69292526692152,7.370157390832901,0.5050574764609337,0.03528515238286857,0.5214361407690578,28.3405322768427,11.025374174527819,0.0
9,4300010,True,136,4.648610785603523,7.568330325186253,0.49848270416259766,0.034180961658849436,0.5165123095115026,29.256052242787046,11.132082799342244,0.0
