episode_idx,seed,success,num_steps,infer_s,sim_s,prefill_s,infer_per_action_s,infer_s_per_call,action_hz_policy_only,action_hz_infer_plus_sim,skipped_prefill_ratio
0,4300000,False,800,25.20606517791748,46.73951494693756,2.489056795835495,0.03150758147239685,0.5041213035583496,31.738392896835943,11.119515592364012,0.0
10,4300010,False,800,25.121103920042515,47.34361255168915,2.441310591995716,0.03140137990005314,0.5024220784008503,31.845734269732127,11.039855517989619,0.0
11,4300011,False,800,25.38382727652788,54.27650590240955,2.443797506392002,0.03172978409565985,0.5076765455305576,31.51612998642448,10.04263939246897,0.0
12,4300012,False,800,25.62412365525961,58.068950079381466,2.469766281545162,0.032030154569074515,0.5124824731051922,31.22057990208738,9.558736037542317,0.0
13,4300013,False,800,25.57583785057068,47.59944175928831,2.480108395218849,0.031969797313213345,0.5115167570114135,31.27952267581918,10.932653817864129,0.0
14,4300014,False,800,25.391486547887325,56.24376903474331,2.4689111188054085,0.03173935818485916,0.5078297309577465,31.50662323339093,9.799687577265507,0.0
15,4300015,False,800,25.276570044457912,62.346857734024525,2.454336479306221,0.03159571255557239,0.5055314008891583,31.649863830136493,9.129978366316033,0.0
16,4300016,False,800,25.35122559964657,53.61310527473688,2.4787400886416435,0.03168903199955821,0.5070245119929314,31.556659730532047,10.131156575905658,0.0
17,4300017,False,800,25.180619187653065,47.362399242818356,2.446718156337738,0.03147577398456633,0.5036123837530613,31.770465771241554,11.027939246376368,0.0
18,4300018,True,294,9.625041246414185,18.710401996970177,0.9726298972964287,0.032738235532021036,0.5065811182323255,30.545323648304354,10.375697936845999,0.0
19,4300019,False,800,25.469685658812523,55.21769151836634,2.4866185784339905,0.031837107073515655,0.5093937131762505,31.40988902323573,9.91480982512674,0.0
1,4300001,True,298,9.723708271980286,20.011970326304436,0.9753540456295013,0.032629893530135186,0.5117741195779097,30.64674419107297,10.021631052240048,0.0
20,4300020,False,800,25.35241423547268,53.20884370058775,2.449080213904381,0.03169051779434085,0.5070482847094536,31.555180211620762,10.183136332301418,0.0
21,4300021,False,800,25.788773886859417,47.48772346228361,2.4784640073776245,0.03223596735857427,0.5157754777371883,31.021249924861195,10.917552406854448,0.0
22,4300022,False,800,25.299132704734802,39.193576745688915,2.444418951869011,0.0316239158809185,0.505982654094696,31.621637363492614,12.404502878189188,0.0
23,4300023,False,800,25.597683437168598,57.76440601795912,2.4671470150351524,0.03199710429646075,0.511953668743372,31.25282809140362,9.596688437501621,0.0
24,4300024,False,800,26.31222151964903,48.54851233959198,2.5472604408860207,0.03289027689956128,0.5262444303929805,30.404122259406662,10.686510253883196,0.0
25,4300025,False,800,27.07742940634489,53.488187335431576,2.593451350927353,0.03384678675793111,0.5415485881268978,29.544902065649588,9.929794276435649,0.0
26,4300026,False,800,27.526722855865955,56.76269020885229,2.64603840559721,0.03440840356983244,0.5505344571173191,29.062667727971828,9.491108917625896,0.0
27,4300027,False,800,27.240466110408306,44.065151892602444,2.618945650756359,0.034050582638010383,0.5448093222081661,29.368073099686356,11.2193123403856,0.0
28,4300028,True,281,9.916620418429375,18.064942695200443,0.9550014510750771,0.03529046412252446,0.5509233565794097,28.336266605282212,10.042326758476367,0.0
29,4300029,False,800,27.29801332205534,59.27820571511984,2.6151597797870636,0.03412251665256918,0.5459602664411068,29.306161974565477,9.240412770353092,0.0
2,4300002,False,800,25.32440445572138,47.75065661966801,2.4440148547291756,0.03165550556965172,0.5064880891144276,31.59008147254816,10.947647367337314,0.0
30,4300030,False,800,27.444910161197186,45.51701059192419,2.633413575589657,0.03430613770149648,0.5488982032239437,29.14930292361004,10.964623624793695,0.0
31,4300031,False,800,27.4176694303751,42.91612946987152,2.6658921241760254,0.03427208678796887,0.5483533886075019,29.178264112912068,11.374332291287551,0.0
32,4300032,False,800,27.059113569557667,52.722307316958904,2.5989765003323555,0.033823891961947086,0.5411822713911534,29.564900488832883,10.02739724500449,0.0
33,4300033,False,800,27.052822768688202,56.10561504215002,2.590988129377365,0.03381602846086025,0.541056455373764,29.5717754424483,9.62019033858924,0.0
34,4300034,False,800,27.25870157033205,52.58390633016825,2.6175082102417946,0.03407337696291506,0.545174031406641,29.34842651752377,10.019712795415682,0.0
35,4300036,False,800,26.961458511650562,51.65454166382551,2.577493764460087,0.0337018231395632,0.5392291702330112,29.67198527684638,10.176045565970636,0.0
36,4300038,False,800,27.31422560662031,49.34978310018778,2.59806889295578,0.03414278200827539,0.5462845121324063,29.288767381569084,10.435144385150794,0.0
37,4300039,False,800,27.4988025277853,57.203715816140175,2.6336653232574463,0.03437350315973162,0.549976050555706,29.092175893538094,9.444819535963333,0.0
38,4300041,False,800,27.33261113613844,49.19227261096239,2.619907468557358,0.03416576392017305,0.5466522227227688,29.26906602575784,10.454115848693572,0.0
39,4300042,False,800,27.273978054523468,54.8697419539094,2.6207528114318848,0.034092472568154335,0.5454795610904694,29.331988109718292,9.739028131643808,0.0
