episode_idx,seed,success,num_steps,infer_s,sim_s,prefill_s,infer_per_action_s,infer_s_per_call,action_hz_policy_only,action_hz_infer_plus_sim,skipped_prefill_ratio
0,4300001,True,155,4.722767345607281,8.106046415865421,0.29412005841732025,0.030469466745853425,0.47227673456072805,32.819740770031345,12.082177111768013,0.5
10,4300012,True,180,5.6572311744093895,9.032590664923191,0.38512827455997467,0.03142906208005217,0.4714359312007825,31.81768509199942,12.253382101479465,0.4
11,4300013,True,245,7.708807036280632,16.85084044188261,0.5751042887568474,0.03146451851543115,0.4818004397675395,31.781830683649893,9.97571321892292,0.2857142857142857
12,4300015,False,700,20.972459472715855,45.55573908984661,1.159451812505722,0.029960656389594078,0.4766468061980876,33.37710586164993,10.521854117870438,0.47619047619047616
13,4300016,True,166,5.234077215194702,11.265172690153122,0.3895716965198517,0.03153058563370303,0.47582520138133655,31.71523712300163,10.061063439386732,0.4
14,4300017,False,700,20.54786818474531,29.76480194181204,1.0636854097247124,0.029354097406779016,0.46699700419875706,34.06679436067623,13.912996432890722,0.5238095238095238
15,4300018,True,360,11.084236659109592,21.936643108725548,0.8708005547523499,0.030789546275304423,0.48192333300476486,32.478555905257906,10.90219287102906,0.2727272727272727
16,4300019,True,673,20.251732163131237,39.45006553083658,1.2502630576491356,0.03009172683971952,0.4709705154216567,33.231725295341036,11.272692381053693,0.42857142857142855
17,4300020,False,700,20.977912582457066,42.48634500056505,1.1824325025081635,0.029968446546367235,0.47677074051038787,33.36842963991471,11.029830437774839,0.47619047619047616
18,4300023,True,301,9.075628712773323,24.883474364876747,0.5866544470191002,0.030151590407884794,0.47766466909333277,33.16574636601905,8.863602766885233,0.4444444444444444
19,4300024,True,167,5.30287528783083,10.820809818804264,0.39156924188137054,0.031753744238507964,0.4820795716209845,31.492349138067752,10.357433731528127,0.4
1,4300002,True,159,4.681145042181015,8.30571274459362,0.2838975712656975,0.02944116378730198,0.4681145042181015,33.96604859863935,12.243146310720372,0.5
20,4300025,False,700,20.636474132537842,47.55250033736229,1.160815566778183,0.029480677332196916,0.4690107757394964,33.920523220403204,10.265589201799667,0.47619047619047616
21,4300026,False,700,21.387082368135452,31.113267600536346,1.5918952003121376,0.030552974811622075,0.4860700538212603,32.73003712946502,13.333244452993295,0.2857142857142857
22,4300027,True,173,5.2120814472436905,9.177883587777615,0.38423509150743484,0.030127638423373935,0.47382558611306275,33.19211369797142,12.02226687688014,0.4
23,4300028,False,700,20.845977023243904,58.55279250442982,1.161530539393425,0.02977996717606272,0.4737722050737251,33.579620625096084,8.8162575335128,0.47619047619047616
24,4300029,False,700,21.571971505880356,38.36608482897282,1.8583329692482948,0.03081710215125765,0.49027207967909897,32.44951439923724,11.678723715853286,0.14285714285714285
25,4300030,True,303,9.311954960227013,21.11398857086897,0.6869358345866203,0.030732524621211264,0.49010289264352697,32.53881717578811,9.958606532294631,0.3333333333333333
26,4300032,True,157,4.723069794476032,8.436917304992676,0.29016902297735214,0.030083247098573455,0.47230697944760325,33.24109251648636,11.930102880293733,0.5
27,4300033,False,700,21.612701162695885,32.644401021301746,1.6853926703333855,0.030875287375279836,0.49119775369763374,32.38836250640522,12.901536791001993,0.23809523809523808
28,4300034,True,153,4.763467937707901,9.330853521823883,0.2927161753177643,0.031133777370639874,0.4763467937707901,32.11945624506942,10.855435675942266,0.5
29,4300035,True,296,9.151629351079464,20.903155595064163,0.6998561397194862,0.03091766672661981,0.48166470268839284,32.34396724831146,9.848681350753774,0.3333333333333333
2,4300003,True,301,9.101181283593178,22.50996321439743,0.6148598417639732,0.030236482669744776,0.4790095412417462,33.07262987307118,9.521958308695003,0.4444444444444444
30,4300036,False,700,20.718854889273643,32.44672653079033,1.1525999754667282,0.029598364127533777,0.4708830656653101,33.785650980276756,13.166412955578615,0.47619047619047616
31,4300037,False,700,22.25102775543928,37.72348479926586,1.2275059074163437,0.0317871825077704,0.5057051762599837,31.459221016381342,11.671624664919154,0.47619047619047616
32,4300038,False,700,22.49909883737564,28.43374891579151,1.1479646116495132,0.032141569767679484,0.5113431553949009,31.11235721304338,13.743586523815997,0.5238095238095238
33,4300039,True,157,5.189809180796146,10.781722605228424,0.31842969357967377,0.03305610943182259,0.5189809180796147,30.251593947027413,9.829990141420144,0.5
34,4300040,False,700,22.97687081247568,38.453049182891846,1.869893878698349,0.03282410116067955,0.5222016093744473,30.46541914749867,11.395098675902354,0.19047619047619047
35,4300041,True,164,5.690531440079212,9.052501857280731,0.40559883415699005,0.03469836243950739,0.5173210400072011,28.819803866634487,11.123898094252267,0.4
36,4300042,False,700,22.455997712910175,41.483507215976715,1.2574349492788315,0.03207999673272882,0.5103635843843222,31.172073000237397,10.947848294705057,0.47619047619047616
