episode_idx,seed,success,num_steps,infer_s,sim_s,prefill_s,infer_per_action_s,infer_s_per_call,action_hz_policy_only,action_hz_infer_plus_sim,skipped_prefill_ratio
0,4300000,True,774,24.512994661927223,51.06771755963564,1.7429982423782349,0.03167053573892406,0.5002651971821882,31.575089485176257,10.240707943199046,0.3333333333333333
10,4300011,False,1200,38.870690293610096,60.53466556221247,2.6661501452326775,0.03239224191134175,0.518275870581468,30.87158964597206,12.071784157590853,0.32432432432432434
11,4300012,True,582,19.338230282068253,34.386225476861,1.3450439646840096,0.03322719979736813,0.5226548724883312,30.095825290676714,10.833055296298072,0.3333333333333333
12,4300013,True,608,19.698726378381252,38.35080946981907,1.324914924800396,0.03239922101707443,0.5183875362731909,30.864939606819522,10.473813289221148,0.3333333333333333
13,4300014,False,1200,38.38982328772545,74.38838398456573,2.2521596401929855,0.03199151940643787,0.511864310503006,31.258284025070818,10.640353566737637,0.43243243243243246
14,4300015,False,1200,38.828867636621,80.9378249719739,2.4860462099313736,0.032357389697184165,0.5177182351549466,30.904841501693287,10.019480156487878,0.3783783783783784
15,4300016,True,546,18.221778072416782,37.804656103253365,1.2376427203416824,0.03337321991285125,0.5206222306404795,29.96414498245413,9.745399792676867,0.35294117647058826
16,4300017,True,625,20.58419755846262,39.941742949187756,1.320546805858612,0.03293471609354019,0.5146049389615655,30.36309762500548,10.326150981842257,0.3684210526315789
17,4300018,True,540,17.663735158741474,34.05582667887211,1.322645053267479,0.03271062066433606,0.5195216223159257,30.571110535065028,10.440923720418672,0.25
18,4300019,True,562,18.877679340541363,34.165283776819706,1.3378103896975517,0.033590176762529116,0.5243799816817045,29.770608445131227,10.595184864701803,0.29411764705882354
19,4300020,True,525,17.293029852211475,31.664125308394432,1.3253444656729698,0.03293910448040281,0.524031207642772,30.35905243249561,10.723662318157917,0.25
1,4300001,True,623,19.87778900563717,38.59116658568382,1.4443081989884377,0.03190656341193767,0.5096868975804403,31.34151387879822,10.655227097856299,0.3157894736842105
20,4300022,True,592,19.318449266254902,35.7667920589447,1.345182366669178,0.0326325156524576,0.5221202504393216,30.64428163155385,10.746980239318301,0.3333333333333333
21,4300023,False,1200,38.445216566324234,68.1164275854826,2.252926006913185,0.032037680471936864,0.5126028875509898,31.213245942568832,11.261087509972068,0.43243243243243246
22,4300024,True,609,20.532580837607384,35.94819865375757,1.449349321424961,0.033715239470619676,0.5264764317335227,29.660177881026932,10.782429093300788,0.3157894736842105
23,4300025,True,673,22.43611367791891,41.886872708797455,1.4408767521381378,0.03333746460314846,0.521770085532998,29.99628231792882,10.462822667372054,0.38095238095238093
24,4300026,True,625,20.741938933730125,35.798708871006966,1.3463800176978111,0.0331871022939682,0.5185484733432532,30.13218783436092,11.05399432561217,0.3684210526315789
25,4300027,True,625,20.690603502094746,40.22724260389805,1.331836313009262,0.03310496560335159,0.5172650875523687,30.206948769605688,10.259719276885523,0.3684210526315789
26,4300028,False,1200,38.716454550623894,74.13997565954924,2.4594276696443558,0.032263712125519914,0.5162193940083186,30.994573597407634,10.632978535341174,0.3783783783783784
27,4300029,False,1200,38.36630389094353,66.22961130738258,2.1636799350380898,0.03197191990911961,0.5115507185459137,31.277446047735218,11.47272336328488,0.4594594594594595
28,4300030,True,622,20.11234525591135,38.04874264448881,1.4404178485274315,0.03233496021850699,0.5157011604079833,30.926278963771466,10.694435445656794,0.3157894736842105
