episode_idx,seed,success,num_steps,infer_s,sim_s,prefill_s,infer_per_action_s,infer_s_per_call,action_hz_policy_only,action_hz_infer_plus_sim,skipped_prefill_ratio
0,4300000,False,400,12.757357150316238,17.677432887256145,1.3444632664322853,0.0318933928757906,0.5102942860126496,31.3544565137525,13.142853934796056,0.0
10,4300010,False,400,12.705374993383884,18.422724470496178,1.296269752085209,0.03176343748345971,0.5082149997353553,31.482738621118497,12.850125991923978,0.0
11,4300011,False,400,12.812502525746822,16.5860041603446,1.3073440715670586,0.032031256314367054,0.5125001010298729,31.219506040775165,13.606133273063218,0.0
12,4300012,False,400,12.823211386799812,17.146903105080128,1.3091945424675941,0.03205802846699953,0.5129284554719925,31.193434151117494,13.346629026338068,0.0
13,4300013,False,400,12.820090480148792,19.004093401134014,1.2985981926321983,0.032050226200371984,0.5128036192059517,31.201027841369612,12.569057591301107,0.0
14,4300014,False,400,12.711230084300041,17.879640631377697,1.295560635626316,0.0317780752107501,0.5084492033720016,31.468236932792998,13.075796492284905,0.0
15,4300015,False,400,12.937343090772629,19.911705181002617,1.3281482309103012,0.032343357726931574,0.5174937236309052,30.918249380376576,12.176912910554258,0.0
16,4300016,False,400,12.886370614171028,19.469695203006268,1.3248417973518372,0.03221592653542757,0.5154548245668411,31.040547565823037,12.362442401376457,0.0
17,4300017,False,400,12.824940413236618,17.616096816956997,1.3032902479171753,0.032062351033091546,0.5129976165294647,31.189228730229427,13.140156722493384,0.0
18,4300019,False,400,12.96092750877142,20.619130492210388,1.3041924610733986,0.03240231877192855,0.5184371003508568,30.861988829834637,11.911831718346194,0.0
19,4300020,False,400,12.880588553845882,20.07625500112772,1.3105202466249466,0.032201471384614704,0.5152235421538353,31.0544815811672,12.137084649286292,0.0
1,4300001,False,400,12.591598115861416,16.748621113598347,1.2958532944321632,0.03147899528965354,0.5036639246344566,31.76721463942905,13.633163299556067,0.0
20,4300022,False,400,12.767306357622147,18.55303866416216,1.3060282319784164,0.031918265894055366,0.5106922543048859,31.330022856481232,12.771251393360679,0.0
21,4300023,False,400,12.746345676481724,17.06136942654848,1.296947419643402,0.03186586419120431,0.509853827059269,31.381543397025535,13.419344576308589,0.0
22,4300024,False,400,12.861059360206127,17.587587989866734,1.322439007461071,0.03215264840051532,0.5144423744082451,31.10163702670206,13.136872564522733,0.0
23,4300026,True,148,5.073502503335476,8.638695977628231,0.4957965463399887,0.034280422319834296,0.5073502503335476,29.171169207603675,10.793309344629499,0.0
24,4300027,False,400,12.777770549058914,16.632360763847828,1.2994235157966614,0.031944426372647286,0.5111108219623566,31.30436553577495,13.600755322859051,0.0
25,4300028,False,400,12.79919933527708,19.502729922533035,1.295678749680519,0.0319979983381927,0.5119679734110832,31.251954870139592,12.383161290692446,0.0
26,4300029,False,400,12.714012064039707,18.8982637450099,1.2872337624430656,0.031785030160099266,0.5085604825615883,31.46135130163667,12.653312352965505,0.0
27,4300030,False,400,12.773988492786884,19.120958596467972,1.2959984615445137,0.03193497123196721,0.5109595397114753,31.31363396999057,12.541171455172494,0.0
28,4300033,False,400,12.716762751340866,15.868293814361095,1.2882306203246117,0.031791906878352164,0.5086705100536346,31.45454608389416,13.993325466423727,0.0
29,4300034,False,400,12.819867625832558,19.481100119650364,1.311484418809414,0.03204966906458139,0.5127947050333023,31.20157022479574,12.383529903866034,0.0
2,4300002,False,400,12.904563151299953,18.142607919871807,1.3107634410262108,0.03226140787824988,0.5161825260519981,30.996787361973244,12.883621476592827,0.0
30,4300035,False,400,12.656946279108524,18.554075501859188,1.2892840802669525,0.03164236569777131,0.506277851164341,31.603199632776942,12.815985417174568,0.0
